Year,State,NMFS.Name,Pounds,Metric.Tons,Dollars,Confidentiality,Collection,Scientific.Name,Tsn,Source
1975,NEW YORK,MENHADENS **,1076400,488,42135,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1975,NORTH CAROLINA,MENHADENS **,153805200,69766,3258977,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1975,RHODE ISLAND,MENHADENS **,15577600,7066,194557,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1975,SOUTH CAROLINA,MENHADENS **,339600,154,13506,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1975,VIRGINIA,MENHADENS **,315783300,143238,7717046,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1974,CONNECTICUT,MENHADENS **,535000,243,26873,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1974,DELAWARE,MENHADENS **,12600,6,452,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1974,FLORIDA-EAST,MENHADENS **,12636900,5732,400759,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1974,MAINE,MENHADENS **,10148600,4603,155089,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1974,MARYLAND,MENHADENS **,5523100,2505,140607,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1974,MASSACHUSETTS,MENHADENS **,47032600,21334,716741,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1974,NEW JERSEY,MENHADENS **,107307400,48674,2734829,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1974,NEW YORK,MENHADENS **,576300,261,17480,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1974,NORTH CAROLINA,MENHADENS **,121197700,54975,2886563,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1974,RHODE ISLAND,MENHADENS **,20725500,9401,299245,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1974,SOUTH CAROLINA,MENHADENS **,1600,1,159,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1974,VIRGINIA,MENHADENS **,379251700,172027,11230030,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1973,CONNECTICUT,MENHADENS **,575600,261,28722,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1973,DELAWARE,MENHADENS **,32600,15,1108,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1973,FLORIDA-EAST,MENHADENS **,18280300,8292,592173,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1973,MAINE,MENHADENS **,6935500,3146,143693,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1973,MARYLAND,MENHADENS **,9657300,4381,215795,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1973,MASSACHUSETTS,MENHADENS **,43173200,19583,860547,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1973,NEW JERSEY,MENHADENS **,154483200,70073,3939308,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1973,NEW YORK,MENHADENS **,1734100,787,52124,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1973,NORTH CAROLINA,MENHADENS **,66943000,30365,2539604,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1973,RHODE ISLAND,MENHADENS **,15962000,7240,303984,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1973,VIRGINIA,MENHADENS **,495962600,224967,20395798,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1972,CONNECTICUT,MENHADENS **,369100,167,18452,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1972,DELAWARE,MENHADENS **,29300,13,961,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1972,FLORIDA-EAST,MENHADENS **,21257000,9642,282592,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1972,MARYLAND,MENHADENS **,7104300,3222,142468,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1972,MASSACHUSETTS,MENHADENS **,11919700,5407,184070,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1972,NEW JERSEY,MENHADENS **,138475800,62812,2262142,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1972,NEW YORK,MENHADENS **,1775200,805,53252,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1972,NORTH CAROLINA,MENHADENS **,84692100,38416,1219329,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1972,RHODE ISLAND,MENHADENS **,18402900,8348,213916,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1972,SOUTH CAROLINA,MENHADENS **,2100,1,105,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1972,VIRGINIA,MENHADENS **,549396700,249205,9179565,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1971,CONNECTICUT,MENHADENS **,353400,160,17660,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1971,FLORIDA-EAST,MENHADENS **,19789100,8976,300091,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1971,MARYLAND,MENHADENS **,5957600,2702,119294,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1971,MASSACHUSETTS,MENHADENS **,6311600,2863,116524,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1971,NEW JERSEY,MENHADENS **,60563200,27471,1045100,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1971,NEW YORK,MENHADENS **,999300,453,36871,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1971,NORTH CAROLINA,MENHADENS **,79488200,36056,1116093,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1971,RHODE ISLAND,MENHADENS **,19228100,8722,209409,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1971,SOUTH CAROLINA,MENHADENS **,12000,5,240,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1971,VIRGINIA,MENHADENS **,394144900,178783,6430802,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1970,CONNECTICUT,MENHADENS **,128300,58,3284,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1970,FLORIDA-EAST,MENHADENS **,28007900,12704,370447,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1970,MARYLAND,MENHADENS **,3836900,1740,113920,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1970,MASSACHUSETTS,MENHADENS **,980400,445,13216,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1970,NEW JERSEY,MENHADENS **,30727800,13938,592261,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1970,NEW YORK,MENHADENS **,741800,336,33562,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1970,NORTH CAROLINA,MENHADENS **,108235200,49095,1570489,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1970,RHODE ISLAND,MENHADENS **,9397900,4263,120108,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1970,SOUTH CAROLINA,MENHADENS **,10000,5,100,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1970,VIRGINIA,MENHADENS **,445959900,202286,7523581,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1969,CONNECTICUT,MENHADENS **,12800,6,410,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1969,FLORIDA-EAST,MENHADENS **,19394100,8797,258713,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1969,MARYLAND,MENHADENS **,3456400,1568,98279,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1969,MASSACHUSETTS,MENHADENS **,11500,5,186,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1969,NEW JERSEY,MENHADENS **,33993300,15419,613715,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1969,NEW YORK,MENHADENS **,9762400,4428,229940,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1969,NORTH CAROLINA,MENHADENS **,145235000,65878,2227738,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1969,RHODE ISLAND,MENHADENS **,21400,10,644,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1969,SOUTH CAROLINA,MENHADENS **,245000,111,3675,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1969,VIRGINIA,MENHADENS **,178195300,80829,2724020,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1968,CONNECTICUT,MENHADENS **,300,0,20,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1968,FLORIDA-EAST,MENHADENS **,23940000,10859,236469,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1968,MARYLAND,MENHADENS **,4360300,1978,92076,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1968,MASSACHUSETTS,MENHADENS **,7600,3,112,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1968,NEW JERSEY,MENHADENS **,68477500,31061,963539,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1968,NEW YORK,MENHADENS **,17784800,8067,193784,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1968,NORTH CAROLINA,MENHADENS **,167189100,75836,1957865,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1968,RHODE ISLAND,MENHADENS **,14600,7,224,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1968,SOUTH CAROLINA,MENHADENS **,252600,115,5052,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1968,VIRGINIA,MENHADENS **,269717200,122343,3618475,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1967,CONNECTICUT,MENHADENS **,2100,1,71,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1967,FLORIDA-EAST,MENHADENS **,43296700,19639,427239,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1967,MARYLAND,MENHADENS **,3000500,1361,59788,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1967,MASSACHUSETTS,MENHADENS **,21000,10,525,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1967,NEW JERSEY,MENHADENS **,45895700,20818,643631,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1967,NEW YORK,MENHADENS **,642000,291,26633,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1967,NORTH CAROLINA,MENHADENS **,150480700,68258,1693735,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1967,RHODE ISLAND,MENHADENS **,12800,6,269,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1967,VIRGINIA,MENHADENS **,220266900,99912,2993441,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1966,CONNECTICUT,MENHADENS **,2000,1,54,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1966,DELAWARE,MENHADENS **,4230800,1919,52712,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1966,FLORIDA-EAST,MENHADENS **,32589700,14783,449576,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1966,MARYLAND,MENHADENS **,5504500,2497,126027,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1966,MASSACHUSETTS,MENHADENS **,2800,1,34,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1966,NEW JERSEY,MENHADENS **,12914700,5858,263901,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1966,NEW YORK,MENHADENS **,4870100,2209,81742,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1966,NORTH CAROLINA,MENHADENS **,182288900,82686,2537808,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1966,RHODE ISLAND,MENHADENS **,9000,4,338,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1966,SOUTH CAROLINA,MENHADENS **,235000,107,4700,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1966,VIRGINIA,MENHADENS **,272390500,123556,4324685,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1965,CONNECTICUT,MENHADENS **,3600,2,68,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1965,DELAWARE,MENHADENS **,46497400,21091,579213,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1965,FLORIDA-EAST,MENHADENS **,31669700,14365,429527,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1965,MARYLAND,MENHADENS **,8332800,3780,153037,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1965,MASSACHUSETTS,MENHADENS **,9100,4,96,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1965,NEW JERSEY,MENHADENS **,74373100,33735,1270876,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1965,NEW YORK,MENHADENS **,30139600,13671,417407,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1965,NORTH CAROLINA,MENHADENS **,160595300,72846,2072174,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1965,RHODE ISLAND,MENHADENS **,7400,3,98,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1965,SOUTH CAROLINA,MENHADENS **,10000,5,200,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1965,VIRGINIA,MENHADENS **,351613300,159491,5248867,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1964,CONNECTICUT,MENHADENS **,3900,2,73,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1964,DELAWARE,MENHADENS **,32554000,14766,378494,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1964,FLORIDA-EAST,MENHADENS **,17154500,7781,187411,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1964,MARYLAND,MENHADENS **,5706300,2588,91139,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1964,MASSACHUSETTS,MENHADENS **,2100,1,35,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1964,NEW JERSEY,MENHADENS **,64278700,29157,969552,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1964,NEW YORK,MENHADENS **,42424700,19244,516226,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1964,NORTH CAROLINA,MENHADENS **,172991700,78469,2248892,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1964,VIRGINIA,MENHADENS **,330708500,150008,4798343,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1963,CONNECTICUT,MENHADENS **,5100,2,110,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1963,DELAWARE,MENHADENS **,102823600,46640,1059083,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1963,FLORIDA-EAST,MENHADENS **,25672400,11645,262995,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1963,MARYLAND,MENHADENS **,3292900,1494,53511,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1963,MASSACHUSETTS,MENHADENS **,344600,156,3503,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1963,NEW JERSEY,MENHADENS **,178377100,80911,2196978,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1963,NEW YORK,MENHADENS **,91650500,41572,1013679,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1963,NORTH CAROLINA,MENHADENS **,190213800,86280,2326005,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1963,RHODE ISLAND,MENHADENS **,2800,1,28,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1963,VIRGINIA,MENHADENS **,255721900,115995,3295035,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1962,CONNECTICUT,MENHADENS **,4600,2,57,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1962,DELAWARE,MENHADENS **,268704000,121883,2782437,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1962,FLORIDA-EAST,MENHADENS **,34270600,15545,321277,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1962,MARYLAND,MENHADENS **,4316100,1958,76525,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1962,MASSACHUSETTS,MENHADENS **,16031900,7272,158813,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1962,NEW JERSEY,MENHADENS **,375526600,170338,3901547,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1962,NEW YORK,MENHADENS **,138256200,62713,1263217,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1962,NORTH CAROLINA,MENHADENS **,122898100,55746,1364169,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1962,RHODE ISLAND,MENHADENS **,7715900,3500,63710,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1962,VIRGINIA,MENHADENS **,323594200,146781,3884105,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1961,CONNECTICUT,MENHADENS **,12300,6,139,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1961,DELAWARE,MENHADENS **,302773000,137337,3356200,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1961,FLORIDA-EAST,MENHADENS **,32950100,14946,272969,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1961,MARYLAND,MENHADENS **,3577700,1623,59227,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1961,MASSACHUSETTS,MENHADENS **,3362800,1525,29858,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1961,NEW JERSEY,MENHADENS **,328208000,148874,3625459,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1961,NEW YORK,MENHADENS **,84068000,38133,949403,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1961,NORTH CAROLINA,MENHADENS **,221555400,100497,2414953,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1961,RHODE ISLAND,MENHADENS **,22635600,10267,192440,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1961,VIRGINIA,MENHADENS **,295101100,133857,3087153,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1960,CONNECTICUT,MENHADENS **,13000,6,181,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1960,DELAWARE,MENHADENS **,280711000,127330,2750966,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1960,FLORIDA-EAST,MENHADENS **,24592000,11155,203741,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1960,MAINE,MENHADENS **,35000,16,625,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1960,MARYLAND,MENHADENS **,2903900,1317,49366,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1960,MASSACHUSETTS,MENHADENS **,18032200,8179,173709,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1960,NEW JERSEY,MENHADENS **,305926700,138767,2956964,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1960,NEW YORK,MENHADENS **,84161000,38175,847682,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1960,NORTH CAROLINA,MENHADENS **,190431300,86379,1980480,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1960,RHODE ISLAND,MENHADENS **,24549000,11135,220965,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1960,VIRGINIA,MENHADENS **,246001300,111585,2221029,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1959,CONNECTICUT,MENHADENS **,21400,10,269,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1959,DELAWARE,MENHADENS **,281141000,127525,3149053,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1959,FLORIDA-EAST,MENHADENS **,46636900,21154,362091,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1959,MARYLAND,MENHADENS **,2203300,999,33049,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1959,MASSACHUSETTS,MENHADENS **,36584900,16595,504668,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1959,NEW JERSEY,MENHADENS **,296099600,134310,3459653,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1959,NEW YORK,MENHADENS **,75783300,34375,958633,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1959,NORTH CAROLINA,MENHADENS **,279887800,126956,3246699,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1959,RHODE ISLAND,MENHADENS **,16245000,7369,194924,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1959,SOUTH CAROLINA,MENHADENS **,3991200,1810,28737,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1959,VIRGINIA,MENHADENS **,412302100,187019,4373357,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1958,CONNECTICUT,MENHADENS **,22200,10,360,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1958,DELAWARE,MENHADENS **,269667000,122320,3775337,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1958,FLORIDA-EAST,MENHADENS **,7871100,3570,84202,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1958,MARYLAND,MENHADENS **,2273800,1031,22736,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1958,MASSACHUSETTS,MENHADENS **,3917300,1777,53547,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1958,NEW JERSEY,MENHADENS **,200550300,90969,2542525,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1958,NEW YORK,MENHADENS **,55299000,25083,778244,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1958,NORTH CAROLINA,MENHADENS **,235384500,106770,3483690,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1958,RHODE ISLAND,MENHADENS **,9914300,4497,119143,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1958,SOUTH CAROLINA,MENHADENS **,861400,391,9734,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1958,VIRGINIA,MENHADENS **,320511700,145383,4304849,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1957,CONNECTICUT,MENHADENS **,32500,15,470,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1957,DELAWARE,MENHADENS **,286272200,129852,3665717,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1957,FLORIDA-EAST,MENHADENS **,16852200,7644,191238,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1957,MAINE,MENHADENS **,273400,124,3418,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1957,MARYLAND,MENHADENS **,2398700,1088,35979,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1957,MASSACHUSETTS,MENHADENS **,21704500,9845,292380,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1957,NEW JERSEY,MENHADENS **,418512200,189836,5118091,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1957,NEW YORK,MENHADENS **,116770500,52967,1659596,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1957,NORTH CAROLINA,MENHADENS **,172522300,78256,2380826,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1957,RHODE ISLAND,MENHADENS **,19777700,8971,235837,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1957,SOUTH CAROLINA,MENHADENS **,7027000,3187,66054,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1957,VIRGINIA,MENHADENS **,265453100,120409,3120259,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1956,CONNECTICUT,MENHADENS **,22500,10,255,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1956,DELAWARE,MENHADENS **,352946700,160096,4624495,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1956,FLORIDA-EAST,MENHADENS **,67998300,30844,538998,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1956,MAINE,MENHADENS **,1216400,552,15347,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1956,MARYLAND,MENHADENS **,1375300,624,27507,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1956,MASSACHUSETTS,MENHADENS **,66407000,30122,856297,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1956,NEW JERSEY,MENHADENS **,486224400,220550,6335404,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1956,NEW YORK,MENHADENS **,114397000,51890,1687634,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1956,NORTH CAROLINA,MENHADENS **,246647900,111879,3379080,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1956,RHODE ISLAND,MENHADENS **,11122000,5045,131743,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1956,VIRGINIA,MENHADENS **,189047100,85751,2424379,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1955,CONNECTICUT,MENHADENS **,43300,20,553,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1955,DELAWARE,MENHADENS **,307475800,139470,4091457,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1955,FLORIDA-EAST,MENHADENS **,36254300,16445,354774,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1955,MAINE,MENHADENS **,4016100,1822,42206,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1955,MARYLAND,MENHADENS **,1939900,880,38799,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1955,MASSACHUSETTS,MENHADENS **,61392900,27848,823938,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1955,NEW JERSEY,MENHADENS **,366734600,166350,4684344,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1955,NEW YORK,MENHADENS **,89616300,40650,1464421,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1955,NORTH CAROLINA,MENHADENS **,184918700,83879,2292993,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1955,RHODE ISLAND,MENHADENS **,14341500,6505,179150,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1955,SOUTH CAROLINA,MENHADENS **,6637700,3011,59739,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1955,VIRGINIA,MENHADENS **,313419400,142166,3714988,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1954,CONNECTICUT,MENHADENS **,69900,32,1001,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1954,DELAWARE,MENHADENS **,306479600,139018,4476741,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1954,FLORIDA-EAST,MENHADENS **,42009200,19055,487308,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1954,MAINE,MENHADENS **,5876400,2666,47172,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1954,MARYLAND,MENHADENS **,3883100,1761,41054,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1954,MASSACHUSETTS,MENHADENS **,35794400,16236,491486,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1954,NEW JERSEY,MENHADENS **,376805100,170918,5127646,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1954,NEW YORK,MENHADENS **,98475600,44668,1513766,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1954,NORTH CAROLINA,MENHADENS **,160301000,72712,2067883,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1954,RHODE ISLAND,MENHADENS **,17944600,8140,222878,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1954,SOUTH CAROLINA,MENHADENS **,3952000,1793,33592,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1954,VIRGINIA,MENHADENS **,284932700,129245,3669130,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1953,CONNECTICUT,MENHADENS **,218200,99,2383,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1953,DELAWARE,MENHADENS **,360843700,163678,3969301,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1953,FLORIDA-EAST,MENHADENS **,65543800,29730,655438,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1953,MAINE,MENHADENS **,2184000,991,26083,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1953,MARYLAND,MENHADENS **,2150900,976,20997,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1953,MASSACHUSETTS,MENHADENS **,20288400,9203,253572,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1953,NEW JERSEY,MENHADENS **,396308700,179764,3865694,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1953,NEW YORK,MENHADENS **,100431000,45555,1302550,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1953,NORTH CAROLINA,MENHADENS **,132104700,59922,1387098,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1953,RHODE ISLAND,MENHADENS **,17185000,7795,206398,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1953,SOUTH CAROLINA,MENHADENS **,1695800,769,15262,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1953,VIRGINIA,MENHADENS **,160075800,72610,1684786,Public,Commercial,Brevoortia ,161731,ACCSPHIST
